Codice Ripartizione geografica;Codice Regione;Codice Provincia Storico;Codice Provincia Uts;Codice Comune alfanumerico;Codice Comune numerico;Comune;Comune dizione straniera;Sigla automobilistica;Popolazione legale;Anno Censimento;Superficie territoriale Kmq;Anno Superficie territoriale;Popolazione residente;Anno Popolazione residente
1;01;001;201;001001;1001;Agliè;;TO;2562;2021;13,1463;2025;2596;2023
1;01;001;201;001002;1002;Airasca;;TO;3660;2021;15,7393;2025;3686;2023
1;01;001;201;001003;1003;Ala di Stura;;TO;467;2021;46,3316;2025;472;2023
1;01;001;201;001004;1004;Albiano d'Ivrea;;TO;1637;2021;11,7397;2025;1617;2023
1;01;001;201;001006;1006;Almese;;TO;6331;2021;17,8741;2025;6315;2023
1;01;001;201;001007;1007;Alpette;;TO;240;2021;5,6311;2025;246;2023
1;01;001;201;001008;1008;Alpignano;;TO;16501;2021;11,9193;2025;16587;2023
1;01;001;201;001009;1009;Andezeno;;TO;2036;2021;7,4859;2025;2001;2023
1;01;001;201;001010;1010;Andrate;;TO;474;2021;9,309;2025;467;2023
1;01;001;201;001011;1011;Angrogna;;TO;827;2021;38,8781;2025;806;2023
1;01;001;201;001012;1012;Arignano;;TO;1072;2021;8,1666;2025;1073;2023
1;01;001;201;001013;1013;Avigliana;;TO;12350;2021;23,2173;2025;12191;2023
1;01;001;201;001014;1014;Azeglio;;TO;1240;2021;9,9528;2025;1242;2023
1;01;001;201;001015;1015;Bairo;;TO;790;2021;7,0859;2025;784;2023
1;01;001;201;001016;1016;Balangero;;TO;3064;2021;13,0065;2025;3061;2023
1;01;001;201;001017;1017;Baldissero Canavese;;TO;530;2021;4,5064;2025;504;2023
1;01;001;201;001018;1018;Baldissero Torinese;;TO;3755;2021;15,4046;2025;3728;2023
1;01;001;201;001019;1019;Balme;;TO;105;2021;62,7105;2025;101;2023
1;01;001;201;001020;1020;Banchette;;TO;3085;2021;2,0289;2025;3110;2023
1;01;001;201;001021;1021;Barbania;;TO;1570;2021;12,8027;2025;1562;2023
1;01;001;201;001022;1022;Bardonecchia;;TO;3044;2021;132,203;2025;2978;2023
1;01;001;201;001023;1023;Barone Canavese;;TO;556;2021;3,9864;2025;554;2023
1;01;001;201;001024;1024;Beinasco;;TO;17464;2021;6,7366;2025;17416;2023
1;01;001;201;001025;1025;Bibiana;;TO;3378;2021;18,5987;2025;3323;2023
1;01;001;201;001026;1026;Bobbio Pellice;;TO;539;2021;94,082;2025;536;2023
1;01;001;201;001027;1027;Bollengo;;TO;2098;2021;14,2237;2025;2118;2023
1;01;001;201;001028;1028;Borgaro Torinese;;TO;11827;2021;11,1093;2025;11719;2023
1;01;001;201;001029;1029;Borgiallo;;TO;582;2021;6,9647;2025;586;2023
1;01;001;201;001030;1030;Borgofranco d'Ivrea;;TO;3555;2021;13,419;2025;3468;2023
1;01;001;201;001031;1031;Borgomasino;;TO;773;2021;12,3713;2025;768;2023
1;01;001;201;001032;1032;Borgone Susa;;TO;2151;2021;4,9616;2025;2213;2023
1;01;001;201;001033;1033;Bosconero;;TO;3066;2021;10,9191;2025;3072;2023
1;01;001;201;001034;1034;Brandizzo;;TO;8701;2021;6,39;2025;8698;2023
1;01;001;201;001035;1035;Bricherasio;;TO;4616;2021;22,7583;2025;4601;2023
1;01;001;201;001036;1036;Brosso;;TO;394;2021;11,135;2025;390;2023
1;01;001;201;001037;1037;Brozolo;;TO;454;2021;8,9471;2025;444;2023
1;01;001;201;001038;1038;Bruino;;TO;8489;2021;5,5702;2025;8429;2023
1;01;001;201;001039;1039;Brusasco;;TO;1490;2021;14,3591;2025;1499;2023
1;01;001;201;001040;1040;Bruzolo;;TO;1492;2021;12,5597;2025;1485;2023
1;01;001;201;001041;1041;Buriasco;;TO;1337;2021;14,6868;2025;1315;2023
1;01;001;201;001042;1042;Burolo;;TO;1105;2021;5,476;2025;1116;2023
1;01;001;201;001043;1043;Busano;;TO;1622;2021;5,0591;2025;1595;2023
1;01;001;201;001044;1044;Bussoleno;;TO;5652;2021;37,0661;2025;5667;2023
1;01;001;201;001045;1045;Buttigliera Alta;;TO;6304;2021;8,0973;2025;6208;2023
1;01;001;201;001046;1046;Cafasse;;TO;3310;2021;10,2313;2025;3319;2023
1;01;001;201;001047;1047;Caluso;;TO;7388;2021;39,4924;2025;7334;2023
1;01;001;201;001048;1048;Cambiano;;TO;5900;2021;14,1313;2025;5884;2023
1;01;001;201;001049;1049;Campiglione Fenile;;TO;1330;2021;11,0864;2025;1305;2023
1;01;001;201;001050;1050;Candia Canavese;;TO;1209;2021;9,1318;2025;1188;2023
1;01;001;201;001051;1051;Candiolo;;TO;5610;2021;11,8499;2025;5618;2023
1;01;001;201;001052;1052;Canischio;;TO;286;2021;11,9504;2025;269;2023
1;01;001;201;001053;1053;Cantalupa;;TO;2602;2021;11,1953;2025;2589;2023
1;01;001;201;001054;1054;Cantoira;;TO;596;2021;23,0319;2025;624;2023
1;01;001;201;001055;1055;Caprie;;TO;2060;2021;16,4077;2025;2015;2023
1;01;001;201;001056;1056;Caravino;;TO;901;2021;11,537;2025;884;2023
1;01;001;201;001057;1057;Carema;;TO;739;2021;10,2591;2025;724;2023
1;01;001;201;001058;1058;Carignano;;TO;9052;2021;50,6791;2025;9125;2023
1;01;001;201;001059;1059;Carmagnola;;TO;28313;2021;95,7163;2025;28086;2023
1;01;001;201;001060;1060;Casalborgone;;TO;1855;2021;20,1238;2025;1890;2023
1;01;001;201;001061;1061;Cascinette d'Ivrea;;TO;1524;2021;2,1726;2025;1510;2023
1;01;001;201;001062;1062;Caselette;;TO;3034;2021;14,3141;2025;3021;2023
1;01;001;201;001063;1063;Caselle Torinese;;TO;13834;2021;23,5512;2025;13765;2023
1;01;001;201;001064;1064;Castagneto Po;;TO;1763;2021;11,5245;2025;1780;2023
1;01;001;201;001065;1065;Castagnole Piemonte;;TO;2179;2021;17,2795;2025;2197;2023
1;01;001;201;001066;1066;Castellamonte;;TO;9695;2021;38,7063;2025;9792;2023
1;01;001;201;001067;1067;Castelnuovo Nigra;;TO;401;2021;28,3756;2025;397;2023
1;01;001;201;001068;1068;Castiglione Torinese;;TO;6469;2021;14,1346;2025;6491;2023
1;01;001;201;001069;1069;Cavagnolo;;TO;2226;2021;12,3286;2025;2315;2023
1;01;001;201;001070;1070;Cavour;;TO;5374;2021;48,9599;2025;5419;2023
1;01;001;201;001071;1071;Cercenasco;;TO;1782;2021;13,1596;2025;1759;2023
1;01;001;201;001072;1072;Ceres;;TO;1017;2021;28,0516;2025;1007;2023
1;01;001;201;001073;1073;Ceresole Reale;;TO;159;2021;99,8164;2025;153;2023
1;01;001;201;001074;1074;Cesana Torinese;;TO;913;2021;121,7006;2025;886;2023
1;01;001;201;001075;1075;Chialamberto;;TO;344;2021;35,4479;2025;335;2023
1;01;001;201;001076;1076;Chianocco;;TO;1552;2021;18,6132;2025;1517;2023
1;01;001;201;001077;1077;Chiaverano;;TO;1985;2021;12,0224;2025;1979;2023
1;01;001;201;001078;1078;Chieri;;TO;35916;2021;54,1967;2025;35831;2023
1;01;001;201;001079;1079;Chiesanuova;;TO;231;2021;4,1187;2025;227;2023
1;01;001;201;001080;1080;Chiomonte;;TO;870;2021;26,755;2025;859;2023
1;01;001;201;001081;1081;Chiusa di San Michele;;TO;1556;2021;5,9167;2025;1516;2023
1;01;001;201;001082;1082;Chivasso;;TO;26275;2021;51,2027;2025;26118;2023
1;01;001;201;001083;1083;Ciconio;;TO;364;2021;3,1638;2025;368;2023
1;01;001;201;001084;1084;Cintano;;TO;240;2021;4,9344;2025;245;2023
1;01;001;201;001085;1085;Cinzano;;TO;323;2021;6,1965;2025;340;2023
1;01;001;201;001086;1086;Ciriè;;TO;18212;2021;17,7329;2025;18093;2023
1;01;001;201;001087;1087;Claviere;;TO;204;2021;2,6871;2025;200;2023
1;01;001;201;001088;1088;Coassolo Torinese;;TO;1444;2021;27,8788;2025;1466;2023
1;01;001;201;001089;1089;Coazze;;TO;3218;2021;56,5724;2025;3265;2023
1;01;001;201;001090;1090;Collegno;;TO;48574;2021;18,1075;2025;48031;2023
1;01;001;201;001091;1091;Colleretto Castelnuovo;;TO;312;2021;6,3321;2025;331;2023
1;01;001;201;001092;1092;Colleretto Giacosa;;TO;596;2021;4,5895;2025;585;2023
1;01;001;201;001093;1093;Condove;;TO;4437;2021;71,1129;2025;4437;2023
1;01;001;201;001094;1094;Corio;;TO;3048;2021;41,4917;2025;3039;2023
1;01;001;201;001095;1095;Cossano Canavese;;TO;440;2021;3,2387;2025;427;2023
1;01;001;201;001096;1096;Cuceglio;;TO;930;2021;6,8709;2025;912;2023
1;01;001;201;001097;1097;Cumiana;;TO;7821;2021;60,7335;2025;7829;2023
1;01;001;201;001098;1098;Cuorgnè;;TO;9411;2021;19,3083;2025;9488;2023
1;01;001;201;001099;1099;Druento;;TO;8973;2021;27,5394;2025;9012;2023
1;01;001;201;001100;1100;Exilles;;TO;241;2021;46,5473;2025;244;2023
1;01;001;201;001101;1101;Favria;;TO;5115;2021;14,8499;2025;5006;2023
1;01;001;201;001102;1102;Feletto;;TO;2190;2021;7,8931;2025;2163;2023
1;01;001;201;001103;1103;Fenestrelle;;TO;481;2021;49,4091;2025;475;2023
1;01;001;201;001104;1104;Fiano;;TO;2679;2021;12,0396;2025;2653;2023
1;01;001;201;001105;1105;Fiorano Canavese;;TO;735;2021;4,3457;2025;729;2023
1;01;001;201;001106;1106;Foglizzo;;TO;2265;2021;15,6429;2025;2230;2023
1;01;001;201;001107;1107;Forno Canavese;;TO;3230;2021;16,5002;2025;3162;2023
1;01;001;201;001108;1108;Frassinetto;;TO;279;2021;24,8186;2025;270;2023
1;01;001;201;001109;1109;Front;;TO;1613;2021;10,9482;2025;1592;2023
1;01;001;201;001110;1110;Frossasco;;TO;2799;2021;20,1488;2025;2836;2023
1;01;001;201;001111;1111;Garzigliana;;TO;530;2021;7,4018;2025;538;2023
1;01;001;201;001112;1112;Gassino Torinese;;TO;9361;2021;20,5108;2025;9254;2023
1;01;001;201;001113;1113;Germagnano;;TO;1120;2021;14,4442;2025;1100;2023
1;01;001;201;001114;1114;Giaglione;;TO;592;2021;33,383;2025;594;2023
1;01;001;201;001115;1115;Giaveno;;TO;16214;2021;71,7379;2025;16301;2023
1;01;001;201;001116;1116;Givoletto;;TO;4095;2021;12,8199;2025;4091;2023
1;01;001;201;001117;1117;Gravere;;TO;666;2021;18,9872;2025;661;2023
1;01;001;201;001118;1118;Groscavallo;;TO;191;2021;92,0935;2025;201;2023
1;01;001;201;001119;1119;Grosso;;TO;987;2021;4,3296;2025;990;2023
1;01;001;201;001120;1120;Grugliasco;;TO;37090;2021;13,1375;2025;36696;2023
1;01;001;201;001121;1121;Ingria;;TO;42;2021;14,7505;2025;46;2023
1;01;001;201;001122;1122;Inverso Pinasca;;TO;697;2021;8,0293;2025;690;2023
1;01;001;201;001123;1123;Isolabella;;TO;375;2021;4,7718;2025;364;2023
1;01;001;201;001124;1124;Issiglio;;TO;409;2021;5,5042;2025;443;2023
1;01;001;201;001125;1125;Ivrea;;TO;22604;2021;30,1076;2025;22427;2023
1;01;001;201;001126;1126;La Cassa;;TO;1773;2021;12,0354;2025;1764;2023
1;01;001;201;001127;1127;La Loggia;;TO;8779;2021;12,7929;2025;8724;2023
1;01;001;201;001128;1128;Lanzo Torinese;;TO;4893;2021;10,2876;2025;4953;2023
1;01;001;201;001129;1129;Lauriano;;TO;1401;2021;14,2901;2025;1405;2023
1;01;001;201;001130;1130;Leini;;TO;16321;2021;31,9192;2025;16232;2023
1;01;001;201;001131;1131;Lemie;;TO;185;2021;45,6752;2025;158;2023
1;01;001;201;001132;1132;Lessolo;;TO;1777;2021;7,9365;2025;1746;2023
1;01;001;201;001133;1133;Levone;;TO;443;2021;5,3912;2025;455;2023
1;01;001;201;001134;1134;Locana;;TO;1339;2021;132,5175;2025;1309;2023
1;01;001;201;001135;1135;Lombardore;;TO;1670;2021;12,7157;2025;1714;2023
1;01;001;201;001136;1136;Lombriasco;;TO;1090;2021;7,2095;2025;1078;2023
1;01;001;201;001137;1137;Loranzè;;TO;1149;2021;4,1914;2025;1141;2023
1;01;001;201;001139;1139;Luserna San Giovanni;;TO;7162;2021;17,7414;2025;7111;2023
1;01;001;201;001140;1140;Lusernetta;;TO;480;2021;7,0398;2025;502;2023
1;01;001;201;001141;1141;Lusigliè;;TO;541;2021;5,2585;2025;552;2023
1;01;001;201;001142;1142;Macello;;TO;1155;2021;14,1404;2025;1177;2023
1;01;001;201;001143;1143;Maglione;;TO;419;2021;6,3132;2025;423;2023
1;01;001;201;001144;1144;Marentino;;TO;1300;2021;11,2599;2025;1286;2023
1;01;001;201;001145;1145;Massello;;TO;57;2021;38,2587;2025;57;2023
1;01;001;201;001146;1146;Mathi;;TO;3777;2021;7,0703;2025;3712;2023
1;01;001;201;001147;1147;Mattie;;TO;658;2021;28,6942;2025;683;2023
1;01;001;201;001148;1148;Mazzè;;TO;4181;2021;27,3281;2025;4285;2023
1;01;001;201;001149;1149;Meana di Susa;;TO;805;2021;16,5438;2025;810;2023
1;01;001;201;001150;1150;Mercenasco;;TO;1291;2021;12,6384;2025;1299;2023
1;01;001;201;001152;1152;Mezzenile;;TO;736;2021;29,0872;2025;724;2023
1;01;001;201;001153;1153;Mombello di Torino;;TO;387;2021;4,0825;2025;404;2023
1;01;001;201;001154;1154;Mompantero;;TO;642;2021;30,3331;2025;611;2023
1;01;001;201;001155;1155;Monastero di Lanzo;;TO;328;2021;17,6554;2025;319;2023
1;01;001;201;001156;1156;Moncalieri;;TO;56193;2021;47,5444;2025;55751;2023
1;01;001;201;001157;1157;Moncenisio;;TO;41;2021;4,5006;2025;49;2023
1;01;001;201;001158;1158;Montaldo Torinese;;TO;736;2021;4,6568;2025;706;2023
1;01;001;201;001159;1159;Montalenghe;;TO;970;2021;6,4681;2025;970;2023
1;01;001;201;001160;1160;Montalto Dora;;TO;3304;2021;7,3567;2025;3310;2023
1;01;001;201;001161;1161;Montanaro;;TO;5118;2021;20,9036;2025;5057;2023
1;01;001;201;001162;1162;Monteu da Po;;TO;858;2021;7,3897;2025;838;2023
1;01;001;201;001163;1163;Moriondo Torinese;;TO;853;2021;6,4898;2025;835;2023
1;01;001;201;001164;1164;Nichelino;;TO;46458;2021;20,6222;2025;46006;2023
1;01;001;201;001165;1165;Noasca;;TO;107;2021;78,0484;2025;106;2023
1;01;001;201;001166;1166;Nole;;TO;6803;2021;11,353;2025;6705;2023
1;01;001;201;001167;1167;Nomaglio;;TO;283;2021;3,0743;2025;273;2023
1;01;001;201;001168;1168;None;;TO;7830;2021;24,6422;2025;7688;2023
1;01;001;201;001169;1169;Novalesa;;TO;516;2021;28,5543;2025;518;2023
1;01;001;201;001170;1170;Oglianico;;TO;1455;2021;6,303;2025;1445;2023
1;01;001;201;001171;1171;Orbassano;;TO;23044;2021;22,2081;2025;22975;2023
1;01;001;201;001172;1172;Orio Canavese;;TO;756;2021;7,1541;2025;742;2023
1;01;001;201;001173;1173;Osasco;;TO;1153;2021;5,4886;2025;1154;2023
1;01;001;201;001174;1174;Osasio;;TO;936;2021;4,5771;2025;919;2023
1;01;001;201;001175;1175;Oulx;;TO;3293;2021;99,7859;2025;3256;2023
1;01;001;201;001176;1176;Ozegna;;TO;1176;2021;5,4058;2025;1196;2023
1;01;001;201;001177;1177;Palazzo Canavese;;TO;839;2021;5,0819;2025;833;2023
1;01;001;201;001178;1178;Pancalieri;;TO;1992;2021;15,8885;2025;1970;2023
1;01;001;201;001179;1179;Parella;;TO;412;2021;2,6886;2025;419;2023
1;01;001;201;001180;1180;Pavarolo;;TO;1148;2021;4,4056;2025;1166;2023
1;01;001;201;001181;1181;Pavone Canavese;;TO;3635;2021;11,5399;2025;3588;2023
1;01;001;201;001183;1183;Pecetto Torinese;;TO;4046;2021;9,1482;2025;4001;2023
1;01;001;201;001184;1184;Perosa Argentina;;TO;3094;2021;26,0905;2025;3077;2023
1;01;001;201;001185;1185;Perosa Canavese;;TO;525;2021;4,708;2025;502;2023
1;01;001;201;001186;1186;Perrero;;TO;583;2021;63,3937;2025;557;2023
1;01;001;201;001187;1187;Pertusio;;TO;752;2021;4,0041;2025;736;2023
1;01;001;201;001188;1188;Pessinetto;;TO;608;2021;5,3498;2025;588;2023
1;01;001;201;001189;1189;Pianezza;;TO;15449;2021;16,4634;2025;15476;2023
1;01;001;201;001190;1190;Pinasca;;TO;2853;2021;34,7185;2025;2785;2023
1;01;001;201;001191;1191;Pinerolo;;TO;35440;2021;50,3375;2025;35431;2023
1;01;001;201;001192;1192;Pino Torinese;;TO;8333;2021;21,8153;2025;8400;2023
1;01;001;201;001193;1193;Piobesi Torinese;;TO;3818;2021;19,6488;2025;3757;2023
1;01;001;201;001194;1194;Piossasco;;TO;18087;2021;40,1458;2025;17952;2023
1;01;001;201;001195;1195;Piscina;;TO;3319;2021;9,9033;2025;3266;2023
1;01;001;201;001196;1196;Piverone;;TO;1302;2021;11,0347;2025;1274;2023
1;01;001;201;001197;1197;Poirino;;TO;10179;2021;75,619;2025;10173;2023
1;01;001;201;001198;1198;Pomaretto;;TO;971;2021;8,5611;2025;968;2023
1;01;001;201;001199;1199;Pont Canavese;;TO;3087;2021;19,0611;2025;2989;2023
1;01;001;201;001200;1200;Porte;;TO;1079;2021;4,4477;2025;1130;2023
1;01;001;201;001201;1201;Pragelato;;TO;735;2021;89,2018;2025;740;2023
1;01;001;201;001202;1202;Prali;;TO;249;2021;72,6097;2025;257;2023
1;01;001;201;001203;1203;Pralormo;;TO;1899;2021;29,846;2025;1891;2023
1;01;001;201;001204;1204;Pramollo;;TO;222;2021;22,4785;2025;222;2023
1;01;001;201;001205;1205;Prarostino;;TO;1255;2021;10,5051;2025;1259;2023
1;01;001;201;001206;1206;Prascorsano;;TO;726;2021;6,2419;2025;696;2023
1;01;001;201;001207;1207;Pratiglione;;TO;458;2021;7,8802;2025;459;2023
1;01;001;201;001208;1208;Quagliuzzo;;TO;333;2021;2,0379;2025;333;2023
1;01;001;201;001209;1209;Quassolo;;TO;339;2021;3,956;2025;330;2023
1;01;001;201;001210;1210;Quincinetto;;TO;992;2021;17,7884;2025;980;2023
1;01;001;201;001211;1211;Reano;;TO;1753;2021;6,6657;2025;1746;2023
1;01;001;201;001212;1212;Ribordone;;TO;49;2021;43,6001;2025;52;2023
1;01;001;201;001213;1213;Rivalba;;TO;1158;2021;10,8333;2025;1145;2023
1;01;001;201;001214;1214;Rivalta di Torino;;TO;20172;2021;25,1076;2025;20195;2023
1;01;001;201;001215;1215;Riva presso Chieri;;TO;4750;2021;35,833;2025;4754;2023
1;01;001;201;001216;1216;Rivara;;TO;2496;2021;12,5839;2025;2494;2023
1;01;001;201;001217;1217;Rivarolo Canavese;;TO;12280;2021;32,246;2025;12374;2023
1;01;001;201;001218;1218;Rivarossa;;TO;1548;2021;10,8733;2025;1547;2023
1;01;001;201;001219;1219;Rivoli;;TO;47481;2021;29,5;2025;46799;2023
1;01;001;201;001220;1220;Robassomero;;TO;3052;2021;8,5773;2025;3083;2023
1;01;001;201;001221;1221;Rocca Canavese;;TO;1667;2021;14,191;2025;1716;2023
1;01;001;201;001222;1222;Roletto;;TO;1988;2021;9,704;2025;1984;2023
1;01;001;201;001223;1223;Romano Canavese;;TO;2642;2021;11,2106;2025;2665;2023
1;01;001;201;001224;1224;Ronco Canavese;;TO;293;2021;96,2688;2025;315;2023
1;01;001;201;001225;1225;Rondissone;;TO;1849;2021;10,6878;2025;1911;2023
1;01;001;201;001226;1226;Rorà;;TO;227;2021;12,4078;2025;217;2023
1;01;001;201;001227;1227;Roure;;TO;765;2021;59,3733;2025;756;2023
1;01;001;201;001228;1228;Rosta;;TO;5056;2021;9,0649;2025;5100;2023
1;01;001;201;001229;1229;Rubiana;;TO;2391;2021;26,9371;2025;2428;2023
1;01;001;201;001230;1230;Rueglio;;TO;788;2021;15,1003;2025;806;2023
1;01;001;201;001231;1231;Salassa;;TO;1792;2021;4,952;2025;1835;2023
1;01;001;201;001232;1232;Salbertrand;;TO;605;2021;38,3197;2025;619;2023
1;01;001;201;001233;1233;Salerano Canavese;;TO;458;2021;2,1034;2025;455;2023
1;01;001;201;001234;1234;Salza di Pinerolo;;TO;74;2021;15,6752;2025;71;2023
1;01;001;201;001235;1235;Samone;;TO;1468;2021;2,4329;2025;1509;2023
1;01;001;201;001236;1236;San Benigno Canavese;;TO;5999;2021;22,2315;2025;6089;2023
1;01;001;201;001237;1237;San Carlo Canavese;;TO;4010;2021;20,9068;2025;4027;2023
1;01;001;201;001238;1238;San Colombano Belmonte;;TO;358;2021;3,3808;2025;361;2023
1;01;001;201;001239;1239;San Didero;;TO;516;2021;3,3037;2025;503;2023
1;01;001;201;001240;1240;San Francesco al Campo;;TO;4847;2021;14,9795;2025;4832;2023
1;01;001;201;001241;1241;Sangano;;TO;3686;2021;6,6512;2025;3674;2023
1;01;001;201;001242;1242;San Germano Chisone;;TO;1691;2021;15,8619;2025;1735;2023
1;01;001;201;001243;1243;San Gillio;;TO;3217;2021;8,8867;2025;3260;2023
1;01;001;201;001244;1244;San Giorgio Canavese;;TO;2534;2021;20,4051;2025;2481;2023
1;01;001;201;001245;1245;San Giorio di Susa;;TO;987;2021;19,7367;2025;974;2023
1;01;001;201;001246;1246;San Giusto Canavese;;TO;3261;2021;9,613;2025;3260;2023
1;01;001;201;001247;1247;San Martino Canavese;;TO;811;2021;9,7933;2025;804;2023
1;01;001;201;001248;1248;San Maurizio Canavese;;TO;10228;2021;17,3443;2025;10257;2023
1;01;001;201;001249;1249;San Mauro Torinese;;TO;18635;2021;12,5489;2025;18527;2023
1;01;001;201;001250;1250;San Pietro Val Lemina;;TO;1457;2021;12,4441;2025;1453;2023
1;01;001;201;001251;1251;San Ponso;;TO;248;2021;2,1243;2025;236;2023
1;01;001;201;001252;1252;San Raffaele Cimena;;TO;3146;2021;11,1226;2025;3149;2023
1;01;001;201;001253;1253;San Sebastiano da Po;;TO;1861;2021;16,5783;2025;1881;2023
1;01;001;201;001254;1254;San Secondo di Pinerolo;;TO;3597;2021;12,572;2025;3652;2023
1;01;001;201;001255;1255;Sant'Ambrogio di Torino;;TO;4597;2021;8,3684;2025;4538;2023
1;01;001;201;001256;1256;Sant'Antonino di Susa;;TO;4064;2021;9,7947;2025;4101;2023
1;01;001;201;001257;1257;Santena;;TO;10531;2021;16,1984;2025;10478;2023
1;01;001;201;001258;1258;Sauze di Cesana;;TO;251;2021;78,2773;2025;227;2023
1;01;001;201;001259;1259;Sauze d'Oulx;;TO;1043;2021;17,3112;2025;1015;2023
1;01;001;201;001260;1260;Scalenghe;;TO;3244;2021;31,6768;2025;3200;2023
1;01;001;201;001261;1261;Scarmagno;;TO;802;2021;8,0309;2025;791;2023
1;01;001;201;001262;1262;Sciolze;;TO;1463;2021;11,3557;2025;1418;2023
1;01;001;201;001263;1263;Sestriere;;TO;919;2021;25,9159;2025;901;2023
1;01;001;201;001264;1264;Settimo Rottaro;;TO;473;2021;6,0579;2025;469;2023
1;01;001;201;001265;1265;Settimo Torinese;;TO;46056;2021;31,3902;2025;45693;2023
1;01;001;201;001266;1266;Settimo Vittone;;TO;1491;2021;23,2614;2025;1509;2023
1;01;001;201;001267;1267;Sparone;;TO;928;2021;29,6786;2025;927;2023
1;01;001;201;001268;1268;Strambinello;;TO;260;2021;2,214;2025;249;2023
1;01;001;201;001269;1269;Strambino;;TO;6080;2021;22,4686;2025;6047;2023
1;01;001;201;001270;1270;Susa;;TO;5940;2021;10,988;2025;5898;2023
1;01;001;201;001271;1271;Tavagnasco;;TO;745;2021;8,675;2025;746;2023
1;01;001;201;001272;1272;Torino;;TO;848748;2021;129,9988;2025;851199;2023
1;01;001;201;001273;1273;Torrazza Piemonte;;TO;3000;2021;9,8239;2025;2996;2023
1;01;001;201;001274;1274;Torre Canavese;;TO;620;2021;5,4545;2025;613;2023
1;01;001;201;001275;1275;Torre Pellice;;TO;4591;2021;21,0981;2025;4628;2023
1;01;001;201;001276;1276;Trana;;TO;3813;2021;16,4058;2025;3749;2023
1;01;001;201;001278;1278;Traversella;;TO;319;2021;39,36;2025;306;2023
1;01;001;201;001279;1279;Traves;;TO;486;2021;10,4544;2025;510;2023
1;01;001;201;001280;1280;Trofarello;;TO;10580;2021;12,3476;2025;10600;2023
1;01;001;201;001281;1281;Usseaux;;TO;178;2021;37,9669;2025;173;2023
1;01;001;201;001282;1282;Usseglio;;TO;195;2021;98,5378;2025;192;2023
1;01;001;201;001283;1283;Vaie;;TO;1389;2021;7,2293;2025;1372;2023
1;01;001;201;001284;1284;Val della Torre;;TO;3982;2021;36,5262;2025;3970;2023
1;01;001;201;001285;1285;Valgioie;;TO;976;2021;9,1197;2025;960;2023
1;01;001;201;001286;1286;Vallo Torinese;;TO;780;2021;6,0792;2025;780;2023
1;01;001;201;001287;1287;Valperga;;TO;2974;2021;11,9095;2025;2953;2023
1;01;001;201;001288;1288;Valprato Soana;;TO;90;2021;71,8553;2025;96;2023
1;01;001;201;001289;1289;Varisella;;TO;850;2021;22,5578;2025;844;2023
1;01;001;201;001290;1290;Vauda Canavese;;TO;1435;2021;7,0929;2025;1415;2023
1;01;001;201;001291;1291;Venaus;;TO;871;2021;19,1436;2025;839;2023
1;01;001;201;001292;1292;Venaria Reale;;TO;32462;2021;20,4469;2025;32071;2023
1;01;001;201;001293;1293;Verolengo;;TO;4782;2021;29,4607;2025;4830;2023
1;01;001;201;001294;1294;Verrua Savoia;;TO;1341;2021;31,9434;2025;1326;2023
1;01;001;201;001295;1295;Vestignè;;TO;753;2021;12,0691;2025;749;2023
1;01;001;201;001296;1296;Vialfrè;;TO;257;2021;4,6453;2025;262;2023
1;01;001;201;001298;1298;Vidracco;;TO;482;2021;2,9677;2025;463;2023
1;01;001;201;001299;1299;Vigone;;TO;5086;2021;41,1543;2025;5010;2023
1;01;001;201;001300;1300;Villafranca Piemonte;;TO;4562;2021;50,7862;2025;4591;2023
1;01;001;201;001301;1301;Villanova Canavese;;TO;1205;2021;4,0307;2025;1211;2023
1;01;001;201;001302;1302;Villarbasse;;TO;3500;2021;10,4088;2025;3543;2023
1;01;001;201;001303;1303;Villar Dora;;TO;2795;2021;5,7067;2025;2808;2023
1;01;001;201;001304;1304;Villareggia;;TO;996;2021;11,4096;2025;995;2023
1;01;001;201;001305;1305;Villar Focchiardo;;TO;1955;2021;25,6867;2025;1927;2023
1;01;001;201;001306;1306;Villar Pellice;;TO;1047;2021;60,293;2025;1057;2023
1;01;001;201;001307;1307;Villar Perosa;;TO;3898;2021;11,4231;2025;3855;2023
1;01;001;201;001308;1308;Villastellone;;TO;4472;2021;19,8766;2025;4362;2023
1;01;001;201;001309;1309;Vinovo;;TO;15154;2021;17,6327;2025;15323;2023
1;01;001;201;001310;1310;Virle Piemonte;;TO;1153;2021;14,0573;2025;1155;2023
1;01;001;201;001311;1311;Vische;;TO;1196;2021;17,0748;2025;1179;2023
1;01;001;201;001312;1312;Vistrorio;;TO;506;2021;4,6818;2025;530;2023
1;01;001;201;001313;1313;Viù;;TO;1023;2021;84,1122;2025;1104;2023
1;01;001;201;001314;1314;Volpiano;;TO;15199;2021;32,4806;2025;15141;2023
1;01;001;201;001315;1315;Volvera;;TO;8521;2021;20,9827;2025;8432;2023
1;01;001;201;001316;1316;Mappano;;TO;7369;2021;9,8174;2025;7298;2023
1;01;001;201;001317;1317;Val di Chy;;TO;1235;2021;13,831;2025;1229;2023
1;01;001;201;001318;1318;Valchiusa;;TO;1003;2021;49,6268;2025;1016;2023
1;01;002;002;002002;2002;Alagna Valsesia;;VC;730;2021;133,1714;2025;694;2023
1;01;002;002;002003;2003;Albano Vercellese;;VC;310;2021;13,7809;2025;312;2023
