Codice Ripartizione geografica;Codice Regione;Codice Provincia Storico;Codice Provincia Uts;Codice Comune alfanumerico;Codice Comune numerico;Comune;Comune dizione straniera;Sigla automobilistica;Popolazione legale;Anno Censimento;Superficie territoriale Kmq;Anno Superficie territoriale;Popolazione residente;Anno Popolazione residente
5;19;087;287;087009;87009;Bronte;;CT;18307;2021;250,857;2025;18222;2023
5;19;087;287;087010;87010;Calatabiano;;CT;5167;2021;26,4414;2025;5118;2023
5;19;087;287;087011;87011;Caltagirone;;CT;36058;2021;383,3734;2025;35610;2023
5;19;087;287;087012;87012;Camporotondo Etneo;;CT;5213;2021;6,554;2025;5185;2023
5;19;087;287;087013;87013;Castel di Iudica;;CT;4309;2021;103,2096;2025;4256;2023
5;19;087;287;087014;87014;Castiglione di Sicilia;;CT;2930;2021;118,902;2025;2889;2023
5;19;087;287;087015;87015;Catania;;CT;301104;2021;182,818;2025;298680;2023
5;19;087;287;087016;87016;Fiumefreddo di Sicilia;;CT;9128;2021;12,1635;2025;9034;2023
5;19;087;287;087017;87017;Giarre;;CT;26685;2021;27,3544;2025;26508;2023
5;19;087;287;087018;87018;Grammichele;;CT;12566;2021;32,0662;2025;12353;2023
5;19;087;287;087019;87019;Gravina di Catania;;CT;25156;2021;5,1355;2025;25317;2023
5;19;087;287;087020;87020;Licodia Eubea;;CT;2762;2021;112,4452;2025;2755;2023
5;19;087;287;087021;87021;Linguaglossa;;CT;4995;2021;60,2466;2025;5055;2023
5;19;087;287;087022;87022;Maletto;;CT;3598;2021;40,9571;2025;3567;2023
5;19;087;287;087023;87023;Mascali;;CT;14287;2021;37,846;2025;14401;2023
5;19;087;287;087024;87024;Mascalucia;;CT;31998;2021;16,306;2025;32103;2023
5;19;087;287;087025;87025;Militello in Val di Catania;;CT;6796;2021;62,4747;2025;6747;2023
5;19;087;287;087026;87026;Milo;;CT;1038;2021;16,6714;2025;1023;2023
5;19;087;287;087027;87027;Mineo;;CT;4607;2021;245,2675;2025;4418;2023
5;19;087;287;087028;87028;Mirabella Imbaccari;;CT;4280;2021;15,301;2025;4233;2023
5;19;087;287;087029;87029;Misterbianco;;CT;49294;2021;37,6705;2025;48878;2023
5;19;087;287;087030;87030;Motta Sant'Anastasia;;CT;12054;2021;35,6999;2025;12072;2023
5;19;087;287;087031;87031;Nicolosi;;CT;7596;2021;42,6505;2025;7587;2023
5;19;087;287;087032;87032;Palagonia;;CT;15802;2021;57,7851;2025;15654;2023
5;19;087;287;087033;87033;Paternò;;CT;45539;2021;144,6803;2025;44954;2023
5;19;087;287;087034;87034;Pedara;;CT;14915;2021;19,2393;2025;15161;2023
5;19;087;287;087035;87035;Piedimonte Etneo;;CT;3926;2021;26,5433;2025;3905;2023
5;19;087;287;087036;87036;Raddusa;;CT;2848;2021;23,386;2025;2783;2023
5;19;087;287;087037;87037;Ramacca;;CT;10344;2021;306,4331;2025;10188;2023
5;19;087;287;087038;87038;Randazzo;;CT;10313;2021;205,6135;2025;10151;2023
5;19;087;287;087039;87039;Riposto;;CT;14078;2021;13,2561;2025;13983;2023
5;19;087;287;087040;87040;San Cono;;CT;2440;2021;6,6313;2025;2445;2023
5;19;087;287;087041;87041;San Giovanni la Punta;;CT;23649;2021;10,8497;2025;24022;2023
5;19;087;287;087042;87042;San Gregorio di Catania;;CT;11487;2021;5,6193;2025;11483;2023
5;19;087;287;087043;87043;San Michele di Ganzaria;;CT;2922;2021;25,8123;2025;2846;2023
5;19;087;287;087044;87044;San Pietro Clarenza;;CT;8229;2021;6,2727;2025;8349;2023
5;19;087;287;087045;87045;Sant'Agata li Battiati;;CT;9338;2021;3,1191;2025;9270;2023
5;19;087;287;087046;87046;Sant'Alfio;;CT;1518;2021;25,8594;2025;1520;2023
5;19;087;287;087047;87047;Santa Maria di Licodia;;CT;7453;2021;26,2767;2025;7563;2023
5;19;087;287;087048;87048;Santa Venerina;;CT;8421;2021;19,0259;2025;8424;2023
5;19;087;287;087049;87049;Scordia;;CT;16211;2021;24,3093;2025;16042;2023
5;19;087;287;087050;87050;Trecastagni;;CT;11230;2021;19,1561;2025;11313;2023
5;19;087;287;087051;87051;Tremestieri Etneo;;CT;19851;2021;6,4903;2025;19397;2023
5;19;087;287;087052;87052;Valverde;;CT;7838;2021;5,5142;2025;7850;2023
5;19;087;287;087053;87053;Viagrande;;CT;8789;2021;10,0944;2025;8922;2023
5;19;087;287;087054;87054;Vizzini;;CT;5747;2021;126,7509;2025;5674;2023
5;19;087;287;087055;87055;Zafferana Etnea;;CT;9383;2021;76,8651;2025;9384;2023
5;19;087;287;087056;87056;Mazzarrone;;CT;3955;2021;34,7834;2025;3982;2023
5;19;087;287;087057;87057;Maniace;;CT;3768;2021;37,7007;2025;3763;2023
5;19;087;287;087058;87058;Ragalna;;CT;4184;2021;39,5279;2025;4217;2023
5;19;088;088;088001;88001;Acate;;RG;10581;2021;102,4682;2025;10400;2023
5;19;088;088;088002;88002;Chiaramonte Gulfi;;RG;8024;2021;127,3741;2025;7981;2023
5;19;088;088;088003;88003;Comiso;;RG;30073;2021;65,4008;2025;30086;2023
5;19;088;088;088004;88004;Giarratana;;RG;2803;2021;43,6293;2025;2908;2023
5;19;088;088;088005;88005;Ispica;;RG;16187;2021;113,6602;2025;16350;2023
5;19;088;088;088006;88006;Modica;;RG;53554;2021;292,377;2025;53485;2023
5;19;088;088;088007;88007;Monterosso Almo;;RG;2821;2021;56,5504;2025;2750;2023
5;19;088;088;088008;88008;Pozzallo;;RG;18997;2021;15,4176;2025;18903;2023
5;19;088;088;088009;88009;Ragusa;;RG;72779;2021;444,706;2025;73736;2023
5;19;088;088;088010;88010;Santa Croce Camerina;;RG;10912;2021;41,0887;2025;11175;2023
5;19;088;088;088011;88011;Scicli;;RG;26878;2021;138,7257;2025;26813;2023
5;19;088;088;088012;88012;Vittoria;;RG;62533;2021;182,4933;2025;64649;2023
5;19;089;089;089001;89001;Augusta;;SR;34715;2021;111,4896;2025;34703;2023
5;19;089;089;089002;89002;Avola;;SR;30474;2021;74,5923;2025;30563;2023
5;19;089;089;089003;89003;Buccheri;;SR;1765;2021;57,831;2025;1720;2023
5;19;089;089;089004;89004;Buscemi;;SR;968;2021;52,051;2025;944;2023
5;19;089;089;089005;89005;Canicattini Bagni;;SR;6619;2021;15,0629;2025;6513;2023
5;19;089;089;089006;89006;Carlentini;;SR;17160;2021;158,9118;2025;17065;2023
5;19;089;089;089007;89007;Cassaro;;SR;725;2021;19,6155;2025;720;2023
5;19;089;089;089008;89008;Ferla;;SR;2325;2021;24,8976;2025;2259;2023
5;19;089;089;089009;89009;Floridia;;SR;21471;2021;26,4775;2025;21243;2023
5;19;089;089;089010;89010;Francofonte;;SR;11888;2021;74,2007;2025;11661;2023
5;19;089;089;089011;89011;Lentini;;SR;21926;2021;216,779;2025;21450;2023
5;19;089;089;089012;89012;Melilli;;SR;13227;2021;136,4816;2025;13183;2023
5;19;089;089;089013;89013;Noto;;SR;23905;2021;555,2175;2025;24412;2023
5;19;089;089;089014;89014;Pachino;;SR;21678;2021;50,9825;2025;21840;2023
5;19;089;089;089015;89015;Palazzolo Acreide;;SR;8233;2021;87,534;2025;8053;2023
5;19;089;089;089016;89016;Rosolini;;SR;20639;2021;76,4685;2025;20562;2023
5;19;089;089;089017;89017;Siracusa;;SR;117055;2021;207,8378;2025;116247;2023
5;19;089;089;089018;89018;Solarino;;SR;7578;2021;13,0203;2025;7528;2023
5;19;089;089;089019;89019;Sortino;;SR;8298;2021;93,3296;2025;8142;2023
5;19;089;089;089020;89020;Portopalo di Capo Passero;;SR;3798;2021;15,0988;2025;3817;2023
5;19;089;089;089021;89021;Priolo Gargallo;;SR;11453;2021;56,9533;2025;11233;2023
2;06;093;093;093001;93001;Andreis;;PN;246;2021;26,9502;2025;245;2023
2;06;093;093;093002;93002;Arba;;PN;1274;2021;15,3112;2025;1295;2023
2;06;093;093;093004;93004;Aviano;;PN;8866;2021;113,2794;2025;9008;2023
2;06;093;093;093005;93005;Azzano Decimo;;PN;15660;2021;51,3374;2025;15767;2023
2;06;093;093;093006;93006;Barcis;;PN;226;2021;103,4106;2025;227;2023
2;06;093;093;093007;93007;Brugnera;;PN;9268;2021;29,1198;2025;9277;2023
2;06;093;093;093008;93008;Budoia;;PN;2492;2021;37,3583;2025;2521;2023
2;06;093;093;093009;93009;Caneva;;PN;6254;2021;41,7936;2025;6226;2023
2;06;093;093;093010;93010;Casarsa della Delizia;;PN;8240;2021;20,4657;2025;8258;2023
2;06;093;093;093011;93011;Castelnovo del Friuli;;PN;831;2021;22,4811;2025;827;2023
2;06;093;093;093012;93012;Cavasso Nuovo;;PN;1501;2021;10,5962;2025;1496;2023
2;06;093;093;093013;93013;Chions;;PN;5100;2021;33,4463;2025;5054;2023
2;06;093;093;093014;93014;Cimolais;;PN;343;2021;100,8491;2025;349;2023
2;06;093;093;093015;93015;Claut;;PN;883;2021;165,9013;2025;874;2023
2;06;093;093;093016;93016;Clauzetto;;PN;372;2021;28,3079;2025;373;2023
2;06;093;093;093017;93017;Cordenons;;PN;17886;2021;56,3377;2025;17818;2023
2;06;093;093;093018;93018;Cordovado;;PN;2726;2021;12,0179;2025;2746;2023
2;06;093;093;093019;93019;Erto e Casso;;PN;373;2021;52,4172;2025;362;2023
2;06;093;093;093020;93020;Fanna;;PN;1480;2021;10,2629;2025;1467;2023
2;06;093;093;093021;93021;Fiume Veneto;;PN;11739;2021;35,7653;2025;11821;2023
2;06;093;093;093022;93022;Fontanafredda;;PN;12762;2021;46,4017;2025;12900;2023
2;06;093;093;093024;93024;Frisanco;;PN;559;2021;60,9871;2025;593;2023
2;06;093;093;093025;93025;Maniago;;PN;11555;2021;69,4596;2025;11490;2023
2;06;093;093;093026;93026;Meduno;;PN;1504;2021;31,5906;2025;1496;2023
2;06;093;093;093027;93027;Montereale Valcellina;;PN;4267;2021;67,8804;2025;4221;2023
2;06;093;093;093028;93028;Morsano al Tagliamento;;PN;2680;2021;32,533;2025;2681;2023
2;06;093;093;093029;93029;Pasiano di Pordenone;;PN;7760;2021;45,5945;2025;7859;2023
2;06;093;093;093030;93030;Pinzano al Tagliamento;;PN;1498;2021;21,9508;2025;1519;2023
2;06;093;093;093031;93031;Polcenigo;;PN;3123;2021;49,6883;2025;3109;2023
2;06;093;093;093032;93032;Porcia;;PN;14985;2021;29,5339;2025;14925;2023
2;06;093;093;093033;93033;Pordenone;;PN;51617;2021;38,213;2025;52147;2023
2;06;093;093;093034;93034;Prata di Pordenone;;PN;8350;2021;22,9612;2025;8309;2023
2;06;093;093;093035;93035;Pravisdomini;;PN;3410;2021;16,2091;2025;3467;2023
2;06;093;093;093036;93036;Roveredo in Piano;;PN;5860;2021;15,9257;2025;5801;2023
2;06;093;093;093037;93037;Sacile;;PN;19877;2021;32,7407;2025;20030;2023
2;06;093;093;093038;93038;San Giorgio della Richinvelda;;PN;4531;2021;48,1525;2025;4538;2023
2;06;093;093;093039;93039;San Martino al Tagliamento;;PN;1453;2021;17,979;2025;1475;2023
2;06;093;093;093040;93040;San Quirino;;PN;4191;2021;51,7577;2025;4272;2023
2;06;093;093;093041;93041;San Vito al Tagliamento;;PN;15097;2021;60,8716;2025;15215;2023
2;06;093;093;093042;93042;Sequals;;PN;2170;2021;27,7045;2025;2185;2023
2;06;093;093;093043;93043;Sesto al Reghena;;PN;6301;2021;40,6726;2025;6311;2023
2;06;093;093;093044;93044;Spilimbergo;;PN;11826;2021;71,8756;2025;11778;2023
2;06;093;093;093045;93045;Tramonti di Sopra;;PN;271;2021;125,1432;2025;267;2023
2;06;093;093;093046;93046;Tramonti di Sotto;;PN;339;2021;85,5471;2025;335;2023
2;06;093;093;093047;93047;Travesio;;PN;1783;2021;28,3791;2025;1827;2023
2;06;093;093;093049;93049;Vito d'Asio;;PN;720;2021;53,7144;2025;721;2023
2;06;093;093;093050;93050;Vivaro;;PN;1292;2021;37,6768;2025;1329;2023
2;06;093;093;093051;93051;Zoppola;;PN;8346;2021;45,5352;2025;8352;2023
2;06;093;093;093052;93052;Vajont;;PN;1669;2021;1,5858;2025;1640;2023
2;06;093;093;093053;93053;Valvasone Arzene;;PN;3917;2021;29,675;2025;3960;2023
4;14;094;094;094001;94001;Acquaviva d'Isernia;;IS;377;2021;13,5139;2025;352;2023
4;14;094;094;094002;94002;Agnone;;IS;4703;2021;96,8489;2025;4602;2023
4;14;094;094;094003;94003;Bagnoli del Trigno;;IS;649;2021;36,8009;2025;621;2023
4;14;094;094;094004;94004;Belmonte del Sannio;;IS;646;2021;20,3167;2025;626;2023
4;14;094;094;094005;94005;Cantalupo nel Sannio;;IS;725;2021;15,638;2025;713;2023
4;14;094;094;094006;94006;Capracotta;;IS;815;2021;42,5447;2025;774;2023
4;14;094;094;094007;94007;Carovilli;;IS;1273;2021;41,5626;2025;1242;2023
4;14;094;094;094008;94008;Carpinone;;IS;1042;2021;32,4292;2025;1017;2023
4;14;094;094;094009;94009;Castel del Giudice;;IS;322;2021;14,8083;2025;305;2023
4;14;094;094;094010;94010;Castelpetroso;;IS;1565;2021;22,7064;2025;1516;2023
4;14;094;094;094011;94011;Castelpizzuto;;IS;139;2021;15,3894;2025;131;2023
4;14;094;094;094012;94012;Castel San Vincenzo;;IS;461;2021;21,9784;2025;433;2023
4;14;094;094;094013;94013;Castelverrino;;IS;100;2021;6,1987;2025;93;2023
4;14;094;094;094014;94014;Cerro al Volturno;;IS;1155;2021;23,7896;2025;1120;2023
4;14;094;094;094015;94015;Chiauci;;IS;206;2021;15,8538;2025;198;2023
4;14;094;094;094016;94016;Civitanova del Sannio;;IS;890;2021;50,4723;2025;874;2023
4;14;094;094;094017;94017;Colli a Volturno;;IS;1271;2021;25,2496;2025;1265;2023
4;14;094;094;094018;94018;Conca Casale;;IS;175;2021;14,4295;2025;162;2023
4;14;094;094;094019;94019;Filignano;;IS;586;2021;30,8761;2025;567;2023
4;14;094;094;094020;94020;Forlì del Sannio;;IS;633;2021;32,5615;2025;632;2023
4;14;094;094;094021;94021;Fornelli;;IS;1791;2021;23,1728;2025;1792;2023
4;14;094;094;094022;94022;Frosolone;;IS;2889;2021;49,8862;2025;2781;2023
4;14;094;094;094023;94023;Isernia;;IS;20748;2021;69,1501;2025;20684;2023
4;14;094;094;094024;94024;Longano;;IS;637;2021;27,3727;2025;626;2023
4;14;094;094;094025;94025;Macchia d'Isernia;;IS;1030;2021;17,7115;2025;1028;2023
4;14;094;094;094026;94026;Macchiagodena;;IS;1655;2021;34,3511;2025;1626;2023
4;14;094;094;094027;94027;Miranda;;IS;957;2021;22,1461;2025;934;2023
4;14;094;094;094028;94028;Montaquila;;IS;2303;2021;25,449;2025;2282;2023
4;14;094;094;094029;94029;Montenero Val Cocchiara;;IS;503;2021;22,0188;2025;477;2023
4;14;094;094;094030;94030;Monteroduni;;IS;2037;2021;37,2123;2025;2121;2023
4;14;094;094;094031;94031;Pesche;;IS;1517;2021;12,9625;2025;1477;2023
4;14;094;094;094032;94032;Pescolanciano;;IS;810;2021;34,7337;2025;788;2023
4;14;094;094;094033;94033;Pescopennataro;;IS;233;2021;18,832;2025;229;2023
4;14;094;094;094034;94034;Pettoranello del Molise;;IS;449;2021;15,584;2025;446;2023
4;14;094;094;094035;94035;Pietrabbondante;;IS;635;2021;27,4436;2025;598;2023
4;14;094;094;094036;94036;Pizzone;;IS;315;2021;33,4825;2025;301;2023
4;14;094;094;094037;94037;Poggio Sannita;;IS;584;2021;25,7363;2025;559;2023
4;14;094;094;094038;94038;Pozzilli;;IS;2174;2021;34,6596;2025;2172;2023
4;14;094;094;094039;94039;Rionero Sannitico;;IS;998;2021;29,2126;2025;958;2023
4;14;094;094;094040;94040;Roccamandolfi;;IS;857;2021;53,6624;2025;817;2023
4;14;094;094;094041;94041;Roccasicura;;IS;492;2021;28,6049;2025;472;2023
4;14;094;094;094042;94042;Rocchetta a Volturno;;IS;1074;2021;23,3408;2025;1063;2023
4;14;094;094;094043;94043;San Pietro Avellana;;IS;439;2021;44,9456;2025;408;2023
4;14;094;094;094044;94044;Sant'Agapito;;IS;1411;2021;15,9289;2025;1339;2023
4;14;094;094;094045;94045;Santa Maria del Molise;;IS;664;2021;17,1965;2025;662;2023
4;14;094;094;094046;94046;Sant'Angelo del Pesco;;IS;325;2021;15,5896;2025;317;2023
4;14;094;094;094047;94047;Sant'Elena Sannita;;IS;270;2021;14,076;2025;281;2023
4;14;094;094;094048;94048;Scapoli;;IS;591;2021;18,9353;2025;584;2023
4;14;094;094;094049;94049;Sessano del Molise;;IS;663;2021;25,3179;2025;682;2023
4;14;094;094;094050;94050;Sesto Campano;;IS;2140;2021;35,3823;2025;2129;2023
4;14;094;094;094051;94051;Vastogirardi;;IS;634;2021;60,7034;2025;592;2023
4;14;094;094;094052;94052;Venafro;;IS;11006;2021;46,3861;2025;10768;2023
1;01;096;096;096001;96001;Ailoche;;BI;314;2021;10,783;2025;300;2023
1;01;096;096;096002;96002;Andorno Micca;;BI;3043;2021;11,887;2025;3006;2023
1;01;096;096;096003;96003;Benna;;BI;1146;2021;9,3752;2025;1148;2023
1;01;096;096;096004;96004;Biella;;BI;42783;2021;46,6885;2025;42850;2023
1;01;096;096;096005;96005;Bioglio;;BI;905;2021;18,8452;2025;913;2023
1;01;096;096;096006;96006;Borriana;;BI;861;2021;5,345;2025;860;2023
1;01;096;096;096007;96007;Brusnengo;;BI;1975;2021;10,4543;2025;1916;2023
1;01;096;096;096008;96008;Callabiana;;BI;147;2021;6,5574;2025;143;2023
1;01;096;096;096009;96009;Camandona;;BI;311;2021;9,2001;2025;309;2023
1;01;096;096;096010;96010;Camburzano;;BI;1120;2021;3,8025;2025;1106;2023
1;01;096;096;096012;96012;Candelo;;BI;7271;2021;15,121;2025;7245;2023
1;01;096;096;096013;96013;Caprile;;BI;196;2021;11,5954;2025;187;2023
1;01;096;096;096014;96014;Casapinta;;BI;397;2021;2,8609;2025;376;2023
1;01;096;096;096015;96015;Castelletto Cervo;;BI;796;2021;14,9024;2025;788;2023
1;01;096;096;096016;96016;Cavaglià;;BI;3546;2021;25,6252;2025;3492;2023
1;01;096;096;096018;96018;Cerrione;;BI;2810;2021;27,9873;2025;2753;2023
1;01;096;096;096019;96019;Coggiola;;BI;1651;2021;23,7819;2025;1632;2023
1;01;096;096;096020;96020;Cossato;;BI;14015;2021;27,7337;2025;13891;2023
1;01;096;096;096021;96021;Crevacuore;;BI;1390;2021;8,6006;2025;1365;2023
1;01;096;096;096023;96023;Curino;;BI;463;2021;21,6494;2025;477;2023
1;01;096;096;096024;96024;Donato;;BI;710;2021;12,0686;2025;688;2023
1;01;096;096;096025;96025;Dorzano;;BI;528;2021;4,7415;2025;532;2023
1;01;096;096;096026;96026;Gaglianico;;BI;3741;2021;4,505;2025;3813;2023
1;01;096;096;096027;96027;Gifflenga;;BI;104;2021;2,256;2025;101;2023
1;01;096;096;096028;96028;Graglia;;BI;1466;2021;20,1389;2025;1431;2023
1;01;096;096;096030;96030;Magnano;;BI;366;2021;10,5558;2025;344;2023
1;01;096;096;096031;96031;Massazza;;BI;569;2021;11,6095;2025;560;2023
1;01;096;096;096032;96032;Masserano;;BI;1916;2021;27,073;2025;1902;2023
1;01;096;096;096033;96033;Mezzana Mortigliengo;;BI;495;2021;4,3092;2025;476;2023
1;01;096;096;096034;96034;Miagliano;;BI;548;2021;0,6678;2025;542;2023
1;01;096;096;096035;96035;Mongrando;;BI;3667;2021;16,5026;2025;3603;2023
1;01;096;096;096037;96037;Mottalciata;;BI;1332;2021;18,391;2025;1299;2023
1;01;096;096;096038;96038;Muzzano;;BI;578;2021;6,0973;2025;572;2023
1;01;096;096;096039;96039;Netro;;BI;939;2021;12,5683;2025;934;2023
1;01;096;096;096040;96040;Occhieppo Inferiore;;BI;3753;2021;4,0645;2025;3759;2023
1;01;096;096;096041;96041;Occhieppo Superiore;;BI;2638;2021;5,1504;2025;2578;2023
1;01;096;096;096042;96042;Pettinengo;;BI;1470;2021;15,2973;2025;1449;2023
1;01;096;096;096043;96043;Piatto;;BI;478;2021;3,5912;2025;472;2023
1;01;096;096;096044;96044;Piedicavallo;;BI;174;2021;17,7505;2025;170;2023
1;01;096;096;096046;96046;Pollone;;BI;2033;2021;16,217;2025;1984;2023
1;01;096;096;096047;96047;Ponderano;;BI;3740;2021;7,0519;2025;3661;2023
1;01;096;096;096048;96048;Portula;;BI;1133;2021;11,305;2025;1109;2023
1;01;096;096;096049;96049;Pralungo;;BI;2290;2021;7,2497;2025;2269;2023
1;01;096;096;096050;96050;Pray;;BI;2008;2021;9,1846;2025;1997;2023
1;01;096;096;096053;96053;Ronco Biellese;;BI;1432;2021;3,8492;2025;1421;2023
1;01;096;096;096054;96054;Roppolo;;BI;861;2021;8,651;2025;825;2023
1;01;096;096;096055;96055;Rosazza;;BI;104;2021;9,023;2025;97;2023
1;01;096;096;096056;96056;Sagliano Micca;;BI;1540;2021;14,6114;2025;1556;2023
1;01;096;096;096057;96057;Sala Biellese;;BI;571;2021;8,0298;2025;539;2023
1;01;096;096;096058;96058;Salussola;;BI;1868;2021;38,5155;2025;1835;2023
1;01;096;096;096059;96059;Sandigliano;;BI;2570;2021;10,2158;2025;2573;2023
1;01;096;096;096063;96063;Sordevolo;;BI;1299;2021;13,7379;2025;1267;2023
1;01;096;096;096064;96064;Sostegno;;BI;740;2021;18,0676;2025;733;2023
1;01;096;096;096065;96065;Strona;;BI;967;2021;3,7187;2025;939;2023
1;01;096;096;096066;96066;Tavigliano;;BI;937;2021;11,2354;2025;902;2023
1;01;096;096;096067;96067;Ternengo;;BI;260;2021;1,9799;2025;256;2023
1;01;096;096;096068;96068;Tollegno;;BI;2383;2021;3,3144;2025;2352;2023
1;01;096;096;096069;96069;Torrazzo;;BI;205;2021;5,7708;2025;199;2023
1;01;096;096;096071;96071;Valdengo;;BI;2396;2021;7,6769;2025;2360;2023
1;01;096;096;096072;96072;Vallanzengo;;BI;206;2021;4,6654;2025;199;2023
1;01;096;096;096074;96074;Valle San Nicolao;;BI;881;2021;13,2574;2025;836;2023
1;01;096;096;096075;96075;Veglio;;BI;454;2021;6,4058;2025;470;2023
1;01;096;096;096076;96076;Verrone;;BI;1177;2021;8,5998;2025;1170;2023
1;01;096;096;096077;96077;Vigliano Biellese;;BI;7596;2021;8,3977;2025;7573;2023
1;01;096;096;096078;96078;Villa del Bosco;;BI;316;2021;3,6991;2025;307;2023
1;01;096;096;096079;96079;Villanova Biellese;;BI;182;2021;7,8734;2025;175;2023
1;01;096;096;096080;96080;Viverone;;BI;1353;2021;12,2602;2025;1340;2023
1;01;096;096;096081;96081;Zimone;;BI;392;2021;2,9495;2025;376;2023
1;01;096;096;096082;96082;Zubiena;;BI;1117;2021;12,4739;2025;1136;2023
1;01;096;096;096083;96083;Zumaglia;;BI;983;2021;2,6136;2025;961;2023
1;01;096;096;096085;96085;Lessona;;BI;2634;2021;12,7753;2025;2600;2023
1;01;096;096;096086;96086;Campiglia Cervo;;BI;521;2021;28,2052;2025;500;2023
1;01;096;096;096087;96087;Quaregna Cerreto;;BI;2031;2021;8,4159;2025;2040;2023
1;01;096;096;096088;96088;Valdilana;;BI;10235;2021;61,1378;2025;10044;2023
1;03;097;097;097001;97001;Abbadia Lariana;;LC;3202;2021;16,5965;2025;3187;2023
1;03;097;097;097002;97002;Airuno;;LC;2832;2021;4,286;2025;2868;2023
1;03;097;097;097003;97003;Annone di Brianza;;LC;2285;2021;5,9795;2025;2280;2023
1;03;097;097;097004;97004;Ballabio;;LC;4150;2021;14,999;2025;4187;2023
1;03;097;097;097005;97005;Barzago;;LC;2406;2021;3,563;2025;2362;2023
1;03;097;097;097006;97006;Barzanò;;LC;4993;2021;3,6195;2025;5039;2023
1;03;097;097;097007;97007;Barzio;;LC;1260;2021;21,3496;2025;1265;2023
1;03;097;097;097008;97008;Bellano;;LC;3415;2021;22,0271;2025;3420;2023
1;03;097;097;097009;97009;Bosisio Parini;;LC;3312;2021;5,824;2025;3251;2023
1;03;097;097;097010;97010;Brivio;;LC;4459;2021;7,9537;2025;4419;2023
1;03;097;097;097011;97011;Bulciago;;LC;2866;2021;3,1213;2025;2910;2023
1;03;097;097;097012;97012;Calco;;LC;5333;2021;4,5889;2025;5411;2023
1;03;097;097;097013;97013;Calolziocorte;;LC;13507;2021;9,1002;2025;13635;2023
1;03;097;097;097014;97014;Carenno;;LC;1382;2021;7,7853;2025;1392;2023
1;03;097;097;097015;97015;Casargo;;LC;837;2021;19,7127;2025;836;2023
1;03;097;097;097016;97016;Casatenovo;;LC;13183;2021;12,6588;2025;13286;2023
1;03;097;097;097017;97017;Cassago Brianza;;LC;4370;2021;3,5476;2025;4425;2023
1;03;097;097;097018;97018;Cassina Valsassina;;LC;529;2021;2,7243;2025;541;2023
1;03;097;097;097019;97019;Castello di Brianza;;LC;2602;2021;3,5941;2025;2619;2023
1;03;097;097;097020;97020;Cernusco Lombardone;;LC;3808;2021;3,7537;2025;3845;2023
1;03;097;097;097021;97021;Cesana Brianza;;LC;2384;2021;3,6953;2025;2350;2023
1;03;097;097;097022;97022;Civate;;LC;3713;2021;9,2768;2025;3707;2023
1;03;097;097;097023;97023;Colico;;LC;7994;2021;35,064;2025;8155;2023
1;03;097;097;097024;97024;Colle Brianza;;LC;1773;2021;8,3179;2025;1823;2023
1;03;097;097;097025;97025;Cortenova;;LC;1147;2021;11,7688;2025;1150;2023
1;03;097;097;097026;97026;Costa Masnaga;;LC;4758;2021;5,5861;2025;4772;2023
1;03;097;097;097027;97027;Crandola Valsassina;;LC;269;2021;8,8068;2025;264;2023
1;03;097;097;097028;97028;Cremella;;LC;1679;2021;1,8932;2025;1663;2023
1;03;097;097;097029;97029;Cremeno;;LC;1671;2021;13,1833;2025;1730;2023
1;03;097;097;097030;97030;Dervio;;LC;2586;2021;11,6954;2025;2559;2023
1;03;097;097;097031;97031;Dolzago;;LC;2518;2021;2,2583;2025;2555;2023
1;03;097;097;097032;97032;Dorio;;LC;321;2021;11,6556;2025;329;2023
1;03;097;097;097033;97033;Ello;;LC;1207;2021;2,4193;2025;1185;2023
1;03;097;097;097034;97034;Erve;;LC;686;2021;6,1717;2025;674;2023
1;03;097;097;097035;97035;Esino Lario;;LC;762;2021;18,0526;2025;755;2023
1;03;097;097;097036;97036;Galbiate;;LC;8458;2021;15,6478;2025;8413;2023
1;03;097;097;097037;97037;Garbagnate Monastero;;LC;2533;2021;3,4701;2025;2523;2023
1;03;097;097;097038;97038;Garlate;;LC;2666;2021;3,4578;2025;2594;2023
1;03;097;097;097039;97039;Imbersago;;LC;2480;2021;3,1445;2025;2482;2023
1;03;097;097;097040;97040;Introbio;;LC;1919;2021;26,0331;2025;1944;2023
1;03;097;097;097042;97042;Lecco;;LC;46831;2021;45,2832;2025;47125;2023
1;03;097;097;097043;97043;Lierna;;LC;2167;2021;11,2384;2025;2155;2023
1;03;097;097;097044;97044;Lomagna;;LC;5026;2021;3,9135;2025;5020;2023
1;03;097;097;097045;97045;Malgrate;;LC;4296;2021;1,8564;2025;4172;2023
1;03;097;097;097046;97046;Mandello del Lario;;LC;10014;2021;43,331;2025;9900;2023
1;03;097;097;097047;97047;Margno;;LC;375;2021;3,5859;2025;392;2023
1;03;097;097;097048;97048;Merate;;LC;14661;2021;11,0564;2025;14882;2023
1;03;097;097;097049;97049;Missaglia;;LC;8767;2021;11,4914;2025;8903;2023
1;03;097;097;097050;97050;Moggio;;LC;473;2021;13,4294;2025;495;2023
1;03;097;097;097051;97051;Molteno;;LC;3534;2021;3,1235;2025;3517;2023
1;03;097;097;097052;97052;Monte Marenzo;;LC;1868;2021;3,0584;2025;1823;2023
1;03;097;097;097053;97053;Montevecchia;;LC;2677;2021;5,7993;2025;2681;2023
